data,torneo,home,away,elo_h,elo_a,gol_home,gol_away,match_confidence,match_note
23/2/25,uk - league 2,barrow,carlisle,1821.0,1750.57,,,n/d,nessuna partita con quella data sulla pagina
1/3/25,Germania - Bundesliga 2,Norimberga,Hannover 96,2093.08,2083.15,,,n/d,data giusta ma nessun avversario simile a 'Hannover 96'
1/3/25,uk - league 1,wigan,reading,1917.65,1810.79,1,2,media,rating diverso di 50.1 punti (plausibile pre/post match)
1/3/25,spagna - la liga,rayo vallecano,Siviglia,2200.38,2158.6,1,1,bassa,rating diverso di 76.6 punti totali - verificare a mano
1/3/25,croazia - hnl,nk osijek,slaven belupo,1938.78,1845.86,,,n/d,data giusta ma nessun avversario simile a 'slaven belupo'
1/3/25,spagna - segunda division,real saragozza,sporting gijon,1961.99,1904.62,,,n/d,data giusta ma nessun avversario simile a 'sporting gijon'
1/3/25,usa - mls,real salt lake,seattle sounders,1944.68,1938.13,,,n/d,data giusta ma nessun avversario simile a 'seattle sounders'
2/3/25,costa rica - primera division,municipal perez zeledon,santos de guapiles,1644.17,1535.87,,,n/d,nessuna partita con quella data sulla pagina
2/3/25,cile - liga de primera,everton de vina,nublense,1651.15,1558.22,,,n/d,nessuna partita con quella data sulla pagina
2/3/25,usa - mls,chicago fire,dc united,1818.25,1745.08,,,n/d,nessuna partita con quella data sulla pagina
2/3/25,nicaragua - clausura,unan managua,jalapa,1437.49,1409.63,,,n/d,data giusta ma nessun avversario simile a 'jalapa'
2/3/25,Grecia - superleague 2,egaleo,ilioupoli,1509.95,1434.09,,,n/d,data giusta ma nessun avversario simile a 'ilioupoli'
2/3/25,turchia - 1 lig,boluspor,Erzurum bb,1828.51,1814.87,,,n/d,data giusta ma nessun avversario simile a 'Erzurum bb'
2/3/25,portogallo - segunda liga,portimonense,leixoes,1758.85,1727.81,,,n/d,data giusta ma nessun avversario simile a 'leixoes'
2/3/25,germania - Bundesliga 2,elversberg,hertha berlino,2097.32,2063.8,4,0,media,rating diverso di 43.7 punti (plausibile pre/post match)
2/3/25,svizzera - challenge league,neuchatel xamax,ac bellinzona,1714.49,1696.92,,,n/d,nessuna partita con quella data sulla pagina
2/3/25,italia - serie b,catanzaro,reggiana,1881.1,1815.41,1,1,bassa,rating diverso di 111.3 punti totali - verificare a mano
2/3/25,portogallo - primera liga,moreirense,estrela amadora,1979.57,1850.69,,,n/d,data giusta ma nessun avversario simile a 'estrela amadora'
2/3/25,italia - serie c,campobasso,pineto,1598.9,1539.32,,,n/d,nessuna partita con quella data sulla pagina
2/3/25,Italia - serie a,milan,Lazio,2395.55,2308.75,1,2,bassa,rating diverso di 76.7 punti totali - verificare a mano
3/3/25,usa - mls,houston dynamo,inter miami fc,1921.95,1884.71,,,n/d,data giusta ma nessun avversario simile a 'inter miami fc'
3/3/25,argentina - primera b metropolitana,club comunicaciones,deportivo armenio,1582.73,1536.33,,,n/d,data giusta ma nessun avversario simile a 'deportivo armenio'
3/3/25,etiopia - premier league,sidama bunna,hadiya hossana,1602.65,1492.66,,,n/d,data giusta ma nessun avversario simile a 'hadiya hossana'
3/3/25,azerbaigian - premier league,sabah,araz fk,1853.91,1788.81,,,n/d,data giusta ma nessun avversario simile a 'araz fk'
3/3/25,uk - league 2,crewe,fleetwood town,1830.39,1784.23,,,n/d,data giusta ma nessun avversario simile a 'fleetwood town'
3/3/25,brasile - campionato gaucho,brasil de pelotas,pelotas,1631.61,1522.02,,,n/d,nessuna partita con quella data sulla pagina
3/3/25,colombia - primera a,aguilas doradas,atletico bucaramanga,1739.53,1695.07,,,n/d,nessuna partita con quella data sulla pagina
8/3/25,messico - segunda division,cimarrones de sonora,alacranes de durango,1806.36,1738.71,,,n/d,data giusta ma nessun avversario simile a 'alacranes de durango'
8/3/25,kazakistan - premier league,kairat almaty,ordabasy shymkent,1961.51,1881.45,4,0,media,rating diverso di 52.2 punti (plausibile pre/post match)
8/3/25,slovacchia - super liga,dukla banska bystrica,mfk skalica,1790.9,1735.22,,,n/d,data giusta ma nessun avversario simile a 'mfk skalica'
8/3/25,uk - league 1,barnsley,blackpool,1968.31,1926.03,0,3,media,rating diverso di 46.4 punti (plausibile pre/post match)
8/3/25,uk - league 1,stevenage,mansfield,1931.25,1846.6,1,1,media,rating diverso di 49.0 punti (plausibile pre/post match)
8/3/25,scozia - championship,airdrieonians,hamilton,1573.61,1566.51,,,n/d,nessuna partita con quella data sulla pagina
8/3/25,romania - liga 1,petrolul ploiest,acs sepsi,1928.55,1865.84,,,n/d,data giusta ma nessun avversario simile a 'acs sepsi'
8/3/25,italia - serie b,sampdoria,palermo,1908.47,1860.35,1,1,bassa,rating diverso di 74.2 punti totali - verificare a mano
8/3/25,polonia - liga 1,ruch chorzow,arka gdynia,1819.67,1799.21,,,n/d,data giusta ma nessun avversario simile a 'arka gdynia'
9/3/25,argentina - primera b metropolitana,real pilar,argentino merlo,1536.68,1443.76,,,n/d,data giusta ma nessun avversario simile a 'argentino merlo'
9/3/25,ecuador - liga pro serie a,barcelona guayaquil,independiente del valle,1897.75,1867.32,,,n/d,nessuna partita con quella data sulla pagina
9/3/25,costa rica - primera division,herediano,alajuelense,1774.57,1739.51,,,n/d,data giusta ma nessun avversario simile a 'alajuelense'
9/3/25,Germania - regionalliga,FC lok leipzig,carl Zeiss jena,1840.42,1748.42,,,n/d,nessuna partita con quella data sulla pagina
9/3/25,Italia - serie C,foggia,Sorrento,1618.94,1520.58,,,n/d,nessuna partita con quella data sulla pagina
9/3/25,portogallo - segunda liga,maritimo,academico viseu,1839.11,1771.45,,,n/d,data giusta ma nessun avversario simile a 'academico viseu'
9/3/25,portogallo - primera liga,santa clara,moreirense,2084.45,1959.74,1,1,media,rating diverso di 39.7 punti (plausibile pre/post match)
9/3/25,slovenia - 2 snl,nk triglav kranj,nd beltinci,1553.93,1519.07,,,n/d,data giusta ma nessun avversario simile a 'nd beltinci'
9/3/25,italia - serie c,novara,giana erminio,1593.86,1554.35,,,n/d,data giusta ma nessun avversario simile a 'giana erminio'
9/3/25,Italia - serie a,Juventus,atalanta,2366.02,2350.07,0,4,bassa,rating diverso di 68.8 punti totali - verificare a mano
9/3/25,panama - lpf,ca idependiente de la chorrera,sporting san miguelito,1636.0,1589.84,,,n/d,nessuna partita con quella data sulla pagina
9/3/25,argentina - nacional b,gimnasia jujuy,ca estudiantes caseros,1709.59,1575.4,,,n/d,nessuna partita con quella data sulla pagina
9/3/25,usa - mls,la galaxy,st. louis city sc,1876.67,1772.81,,,n/d,data giusta ma nessun avversario simile a 'st. louis city sc'
10/3/25,turchia - 1 lig,pendikspor,amedspor,1844.77,1810.6,0,1,bassa,rating diverso di 103.7 punti totali - verificare a mano
10/3/25,bulgaria - vtora liga,ludogorets razgrad II,sportist svoge,1517.98,1406.97,,,n/d,data giusta ma nessun avversario simile a 'sportist svoge'
9/3/25,UK - league 2,colchester,port vale,1890.2,1836.56,,,n/d,data giusta ma nessun avversario simile a 'port vale'
9/3/25,UK - championship,sheffield united,Bristol city,2122.63,2052.2,,,n/d,data giusta ma nessun avversario simile a 'Bristol city'
9/3/25,,Yeovil,Boston united,1709.65,1651.52,,,n/d,data giusta ma nessun avversario simile a 'Boston united'
9/3/25,uk - national league,oldham,Eastleigh,1813.0,1662.74,,,n/d,data giusta ma nessun avversario simile a 'Eastleigh'
9/3/25,Italia - serie C,pergolettese,lumezzane,1546.73,1470.87,,,n/d,data giusta ma nessun avversario simile a 'lumezzane'
9/3/25,,talaea el geish,ismaily SC,1770.88,1709.7,,,n/d,data giusta ma nessun avversario simile a 'ismaily SC'
14/3/25,france - national,us orleans,boulogne,1689.93,1655.76,,,n/d,data giusta ma nessun avversario simile a 'boulogne'
14/3/25,francia - ligue 2,clermont,grenoble,1814.56,1781.68,,,n/d,data giusta ma nessun avversario simile a 'grenoble'
15/3/25,costa rica - primera division,ad guanacasteca,santos de guapiles,1587.75,1524.3,,,n/d,data giusta ma nessun avversario simile a 'santos de guapiles'
15/3/25,messico - liga mx,queretaro,mazatlan fc,1683.31,1594.58,,,n/d,data giusta ma nessun avversario simile a 'mazatlan fc'
15/3/25,colombia - primera a,deportivo pasto,la equidad,1742.42,1652.88,,,n/d,nessuna partita con quella data sulla pagina
15/3/25,danimarca - 3 divisione,holbaek,naesby,1536.97,1519.05,,,n/d,nessuna partita con quella data sulla pagina
15/3/25,polonia - ekstraklasa,stal mielec,Slask Wroclaw,1901.52,1851.54,,,n/d,data giusta ma nessun avversario simile a 'Slask Wroclaw'
15/3/25,italia - serie b,frosinone,brescia,1874.63,1788.22,2,1,bassa,rating diverso di 63.2 punti totali - verificare a mano
15/3/25,lituania - a lyga,hegelmann litauen,fa siauliai,1739.83,1667.98,,,n/d,data giusta ma nessun avversario simile a 'fa siauliai'
15/3/25,malesia - super league,pdrm,negeri sembilan,1536.4,1435.3,,,n/d,nessuna partita con quella data sulla pagina
15/3/25,spagna - segunda liga,cordova,sporting gijon,1972.85,1870.75,1,1,bassa,rating diverso di 96.4 punti totali - verificare a mano
16/3/25,costa rica - primera division,ad san carlos,santa ana,1634.49,1561.31,0,1,bassa,rating diverso di 832.9 punti totali - verificare a mano
16/3/25,Polonia - liga 1,pogon siedlce,stal stalowa wola,1611.66,1604.85,,,n/d,data giusta ma nessun avversario simile a 'stal stalowa wola'
16/3/25,portogallo - segunda liga,tondela,benfica b,1872.61,1770.99,2,1,media,rating diverso di 58.0 punti (plausibile pre/post match)
16/3/25,bosnia-erzegovina - premijer liga,nk posusje,velez mostar,1763.83,1733.39,,,n/d,data giusta ma nessun avversario simile a 'velez mostar'
16/3/25,cechia - 1 liga,sigma olomuc,hradec kralove,1985.18,1909.56,,,n/d,data giusta ma nessun avversario simile a 'hradec kralove'
16/3/25,uk - championship,sheffield wednesday,sheffield united,2100.14,2074.36,0,1,media,rating diverso di 36.8 punti (plausibile pre/post match)
16/3/25,croazia - hnl,nk osijek,nk varazdin,1923.06,1802.65,0,0,bassa,rating diverso di 99.8 punti totali - verificare a mano
16/3/25,cipro - 1 divisione,ethnikos achna,nea salamis famagusta,1743.14,1679.92,,,n/d,data giusta ma nessun avversario simile a 'nea salamis famagusta'
16/3/25,portogallo - primera liga,arouca,estoril,2032.15,1902.82,1,1,bassa,rating diverso di 69.9 punti totali - verificare a mano
17/3/25,argentina - liga profesional,lanus,instituto ac cordoba,1905.65,1753.1,,,n/d,data giusta ma nessun avversario simile a 'instituto ac cordoba'
17/3/25,serbia - prva liga,sloboda uzice,smederevo,1488.37,1395.45,,,n/d,nessuna partita con quella data sulla pagina
17/3/25,spagna - segunda liga,cd castellon,deportivo la coruna,1957.2,1865.02,2,2,bassa,rating diverso di 86.6 punti totali - verificare a mano
17/3/25,algeria - 2 divisione,RC kouba,es ben akoun,1746.2,1653.27,,,n/d,data giusta ma nessun avversario simile a 'es ben akoun'
17/3/25,uk - league 1,afc wimbledon,barrow,1911.45,1810.73,,,n/d,nessuna partita con quella data sulla pagina
17/3/25,ARGENTINA - NACIONAL B,nueva chicago,estudiantes rio cuarto,1646.2,1578.29,,,n/d,nessuna partita con quella data sulla pagina
17/3/25,brasile - campeonato catarinense,avai,chapecoense,1834.69,1666.75,,,n/d,nessuna partita con quella data sulla pagina
23/3/25,argentina - primera c metropolitana,general lamadrid,yupanqui,1514.2,1291.94,,,n/d,nessuna partita con quella data sulla pagina
23/3/25,colombia - primera b,cucuta deportivo,tigres fc,1590.91,1429.51,,,n/d,nessuna partita con quella data sulla pagina
23/3/25,colombia - primera a,aguilas doradas,envigado fc,1745.9,1500.28,,,n/d,nessuna partita con quella data sulla pagina
23/3/25,panama - lpf,ca idependiente de la chorrera,plaza amador,1642.4,1608.23,,,n/d,nessuna partita con quella data sulla pagina
25/3/25,uk - national league,wealdstone,aldershot,1710.99,1696.86,,,n/d,nessuna partita con quella data sulla pagina
25/3/25,uk - league 2,port vale,barrow,1926.73,1786.16,,,n/d,nessuna partita con quella data sulla pagina
28/3/25,germania - lega 3,verl,rot-weiss essen,1960.99,1897.43,3,0,media,rating diverso di 49.9 punti (plausibile pre/post match)
28/3/25,francia - national,nimes,bourg-peronnas,1658.9,1584.47,,,n/d,nessuna partita con quella data sulla pagina
28/3/25,francia - national,versailles,villefranche,1677.48,1597.42,,,n/d,nessuna partita con quella data sulla pagina
29/3/25,panama - lpf,san francisco fc,alianza fc panama,1540.95,1481.37,,,n/d,nessuna partita con quella data sulla pagina
29/3/25,azerbaigian - premier league,neftchi baku,araz fk,1839.48,1766.31,,,n/d,data giusta ma nessun avversario simile a 'araz fk'
29/3/25,malta - premier league,floriana,hibernians,1723.29,1631.89,,,n/d,data giusta ma nessun avversario simile a 'hibernians'
29/3/25,uk - league 2,walsall,afc wimbledon,1906.38,1845.19,,,n/d,nessuna partita con quella data sulla pagina
29/3/25,uk - league 2,milton keynes dons,fleetwood town,1825.51,1782.27,2,4,media,rating diverso di 22.2 punti (plausibile pre/post match)
29/3/25,uk - league 1,wigan,barnsley,1928.98,1885.75,1,1,bassa,rating diverso di 78.4 punti totali - verificare a mano
29/3/25,uk - championship,stoke,qpr,2031.55,1946.9,,,n/d,data giusta ma nessun avversario simile a 'qpr'
30/3/25,colombia - primera a,deportivo pasto,deportivo cali,1743.08,1671.37,0,1,bassa,rating diverso di 249.5 punti totali - verificare a mano
30/3/25,usa - mls,nashville sc,fc cincinnati,1864.51,1824.24,,,n/d,data giusta ma nessun avversario simile a 'fc cincinnati'
30/3/25,germania - lega 3,fc ingolstadt,fc viktoria koln,1922.38,1842.33,3,1,media,rating diverso di 39.2 punti (plausibile pre/post match)
30/3/25,lituania - a lyga,fk panevezys,banga gargzdai,1701.01,1633.36,,,n/d,data giusta ma nessun avversario simile a 'banga gargzdai'
30/3/25,ungheria - nb 1,ujpest,fehervar fc,1830.91,1757.73,,,n/d,data giusta ma nessun avversario simile a 'fehervar fc'
30/3/25,francia - ligue 1,tolosa,brest,2136.3,2029.09,2,4,bassa,rating diverso di 89.2 punti totali - verificare a mano
30/3/25,campionato sammarinese,cosmos serravalle,ss folgore falciano calcio,1312.02,1270.12,,,n/d,data giusta ma nessun avversario simile a 'ss folgore falciano calcio'
30/3/25,germania - bundesliga 1,sc friburgo,union berlino,2258.16,2151.45,1,2,bassa,rating diverso di 68.5 punti totali - verificare a mano
31/3/25,Polonia - liga 1,gks tychy,wisla plock,1737.71,1727.38,,,n/d,data giusta ma nessun avversario simile a 'wisla plock'
2/4/25,costa rica - segunda,ad sarchi,quepos combute fc,1561.91,1523.15,,,n/d,nessuna partita con quella data sulla pagina
4/4/25,colombia - primera b,real soacha cundinamarca,real cartagena,1612.33,1598.42,,,n/d,nessuna partita con quella data sulla pagina
5/4/25,coreal del sud - k3 league,daejeon korail,gangneung city,1691.3,1604.3,,,n/d,data giusta ma nessun avversario simile a 'gangneung city'
5/4/25,germania - bundesliga 2,fortuna dusseldorf,sc preussen munster,2050.55,1962.66,1,0,media,rating diverso di 43.3 punti (plausibile pre/post match)
5/4/25,etiopia - premier league,ethiopia nigd bank,sidama bunna,1587.95,1526.76,,,n/d,data giusta ma nessun avversario simile a 'sidama bunna'
5/4/25,iran - 1 divisione,paykan,pars jonoubi jam,1645.38,1605.11,,,n/d,data giusta ma nessun avversario simile a 'pars jonoubi jam'
5/4/25,uk - championship,qpr,cardiff,1980.62,1890.48,,,n/d,nessuna partita con quella data sulla pagina
5/4/25,uk - league 2,salford city,gillingham,1826.81,1720.67,,,n/d,nessuna partita con quella data sulla pagina
5/4/25,Bulgaria - parva liga,krumovgrad,FC hebar pazardzhik,1643.94,1535.32,,,n/d,data giusta ma nessun avversario simile a 'FC hebar pazardzhik'
5/4/25,turchia - 1 lig,umraniyespor,pendikspor,1767.05,1735.38,,,n/d,nessuna partita con quella data sulla pagina
5/4/25,Ruanda - campionato nazionale,police FC (Ruanda),mukura,1609.8,1521.9,,,n/d,data giusta ma nessun avversario simile a 'mukura'
5/4/25,portogallo - segunda liga,gil Vicente,moreirense,2002.19,1939.48,0,1,bassa,rating diverso di 66.7 punti totali - verificare a mano
8/4/25,cile - segunda,deportes rengo,real jventud san joaquin,1372.09,1280.69,,,n/d,nessuna partita con quella data sulla pagina
8/4/25,ARGENTINA - NACIONAL B,quilmes,racing de cordoba,1693.99,1582.05,,,n/d,nessuna partita con quella data sulla pagina
8/4/25,uk - championship,stoke city,Luton,2027.38,1992.19,1,1,bassa,rating diverso di 75.7 punti totali - verificare a mano
8/4/25,brasile - serie b,cuiaba,avai,1848.6,1750.21,,,n/d,nessuna partita con quella data sulla pagina
12/4/25,cile - primera b,san luis de quillota,union san felipe,1495.01,1412.31,,,n/d,data giusta ma nessun avversario simile a 'union san felipe'
12/4/25,indonesia - liga 1,persija jakarta,persebaya surabaya,1749.18,1693.11,,,n/d,data giusta ma nessun avversario simile a 'persebaya surabaya'
12/4/25,polonia - ekstraklasa,gks katowice,puszcza niepolomice,1911.46,1770.37,3,1,media,rating diverso di 33.3 punti (plausibile pre/post match)
12/4/25,italia - serie b,carrarese,catanzaro,1847.82,1795.97,2,2,bassa,rating diverso di 61.7 punti totali - verificare a mano
12/4/25,italia - serie b,salernitana,sudtirol,1892.95,1785.73,,,n/d,data giusta ma nessun avversario simile a 'sudtirol'
12/4/25,svezia - allsvenkan,bk hacken,mjallby aif,2140.06,2096.83,0,3,media,rating diverso di 52.8 punti (plausibile pre/post match)
12/4/25,uk - championship,portsmouth,derby,1990.13,1959.57,2,2,media,rating diverso di 52.4 punti (plausibile pre/post match)
12/4/25,uk - league one,bristol rovers,exeter,1827.46,1762.37,1,2,bassa,rating diverso di 76.9 punti totali - verificare a mano
13/4/25,usa - mls,new york city fc,philadelphia union,1874.04,1800.87,,,n/d,data giusta ma nessun avversario simile a 'philadelphia union'
13/4/25,Italia - serie a,atalanta,Bologna,2391.14,2311.52,2,0,media,rating diverso di 17.2 punti (plausibile pre/post match)
13/4/25,honduras - lega nazionale,cd real sociedad,genesis de comayagua,1536.78,1520.68,,,n/d,data giusta ma nessun avversario simile a 'genesis de comayagua'
13/4/25,danimarca - superligaen,sonderiyske,vejle,1909.92,1889.86,1,0,media,rating diverso di 43.2 punti (plausibile pre/post match)
16/4/25,danimarca - 1 divisione,hobro ik,vendsyssel ff,1821.22,1729.04,3,1,media,rating diverso di 58.7 punti (plausibile pre/post match)
18/4/25,brasile - serie a,cruzeiro,bahia,1960.42,1904.1,,,n/d,nessuna partita con quella data sulla pagina
19/4/25,argentina - liga profesional,union santa fe,newell's,1843.25,1740.68,,,n/d,data giusta ma nessun avversario simile a 'newell's'
19/4/25,romania - liga II,fc arges pitesti,fk csikszereda miercurea ciuc,1825.03,1759.94,3,0,bassa,rating diverso di 89.9 punti totali - verificare a mano
19/4/25,armenia - premier league,pyunik yerevan,fc urartu,1824.24,1746.89,1,4,bassa,rating diverso di 65.9 punti totali - verificare a mano
19/4/25,uk - premier league,brentford,brighton,2318.25,2308.12,,,n/d,data giusta ma nessun avversario simile a 'brighton'
19/4/25,spagna - segunda liga,huesca,racing santander,1927.05,1871.37,,,n/d,nessuna partita con quella data sulla pagina
19/4/25,Slovacchia - super liga,MFK skalica,MFK ruzomberok,1821.61,1749.84,,,n/d,data giusta ma nessun avversario simile a 'MFK ruzomberok'
19/4/25,lituania - a lyga,suduva marijampole,fa siauliai,1698.26,1661.01,,,n/d,data giusta ma nessun avversario simile a 'fa siauliai'
19/4/25,slovenia - prva liga,koper,nk bravo,1865.52,1785.47,1,0,bassa,rating diverso di 120.3 punti totali - verificare a mano
19/4/25,Cile - liga de primera,huachipato,cobresal,1563.42,1479.71,,,n/d,data giusta ma nessun avversario simile a 'cobresal'
19/4/25,argentina - liga profesional,huracan,defensa y justicia,1871.8,1700.55,,,n/d,data giusta ma nessun avversario simile a 'defensa y justicia'
20/4/25,messico - segunda division,artesanos metepec fc,club canonero marina,1595.03,1531.8,,,n/d,data giusta ma nessun avversario simile a 'club canonero marina'
20/4/25,germania - bundesliga II,karlsruher sc,greuther furth,2013.37,1963.4,1,0,media,rating diverso di 47.1 punti (plausibile pre/post match)
20/4/25,azerbaigian - premier league,shamakhi fk,fk kapaz,1725.46,1661.89,,,n/d,data giusta ma nessun avversario simile a 'fk kapaz'
20/4/25,uzbekistan - pfl,andijon fk,samarqand,1647.98,1550.76,,,n/d,data giusta ma nessun avversario simile a 'samarqand'
20/4/25,svezia - superettan,trelleborgs ff,ik brage,1856.34,1788.69,,,n/d,data giusta ma nessun avversario simile a 'ik brage'
20/4/25,Slovacchia - super liga,dukla banska bystrica,KFC komarno,1730.44,1643.44,,,n/d,data giusta ma nessun avversario simile a 'KFC komarno'
20/4/25,Marocco - gnf 2,youssoufia berrechid,chabab Atlas khenifra,1553.85,1478.23,,,n/d,nessuna partita con quella data sulla pagina
20/4/25,brasile - serie a,atletico mineiro,botafogo,1996.54,1863.43,,,n/d,data giusta ma nessun avversario simile a 'botafogo'
21/4/25,brasile - serie b,america mg,goias,1866.79,1759.92,,,n/d,nessuna partita con quella data sulla pagina
22/4/25,brasile - serie c,abc,csa,1715.21,1631.51,,,n/d,nessuna partita con quella data sulla pagina
22/4/25,brasile - serie c,tombense,figueirense,1748.62,1664.91,,,n/d,data giusta ma nessun avversario simile a 'figueirense'
22/4/25,colombia - primera a,deportivo pasto,aguilas doradas,1759.95,1629.31,,,n/d,nessuna partita con quella data sulla pagina
22/4/25,belgio - prima divisione a,standard liegi,oh leuven,1966.33,1899.79,0,1,bassa,rating diverso di 66.8 punti totali - verificare a mano
23/4/25,paraguay - divisione intermedia,encarnacion fc,resistencia fc,1512.55,1498.91,,,n/d,nessuna partita con quella data sulla pagina
23/4/25,cina - 1 divisione,Shijiazhuang Gongfu FC,Suzhou Dongwu,1630.51,1601.22,,,n/d,nessuna partita con quella data sulla pagina
23/4/25,italia - serie c,campobasso,perugia,1594.55,1564.12,,,n/d,data giusta ma nessun avversario simile a 'perugia'
23/4/25,italia - serie c,pontedera,rimini,1597.46,1525.62,,,n/d,nessuna partita con quella data sulla pagina
23/4/25,Polonia - liga 1,odra opole,stal rzeszow,1646.04,1629.42,,,n/d,nessuna partita con quella data sulla pagina
23/4/25,marocco - gnf 2,kac kenitra,youssoufia berrechid,1580.55,1471.35,,,n/d,data giusta ma nessun avversario simile a 'youssoufia berrechid'
26/4/25,argentina - torneo a,san martin de mendoza,huracan las heras,1536.66,1420.64,,,n/d,nessuna partita con quella data sulla pagina
26/4/25,Cile - liga de primera,universidad catolica,everton de vina,1679.29,1577.18,,,n/d,data giusta ma nessun avversario simile a 'everton de vina'
26/4/25,polonia - ekstraklasa,lechia gdansk,piast gliwice,1930.04,1864.94,3,1,bassa,rating diverso di 102.9 punti totali - verificare a mano
26/4/25,slovenia - prva liga,nk domzale,nd primorje,1715.52,1642.34,,,n/d,data giusta ma nessun avversario simile a 'nd primorje'
26/4/25,romania - liga I,afc hermannstadt,uta arad,1871.1,1750.69,,,n/d,data giusta ma nessun avversario simile a 'uta arad'
27/4/25,brasile - serie c,csa,nautico,1699.82,1624.9,,,n/d,nessuna partita con quella data sulla pagina
27/4/25,brasile - serie a,botafogo,fluminense,2053.04,1866.45,,,n/d,nessuna partita con quella data sulla pagina
27/4/25,el salvador - clausura,alianza fc san salvador,ad isidro Metapan,1649.58,1556.65,,,n/d,data giusta ma nessun avversario simile a 'ad isidro Metapan'
27/4/25,messico - segunda division,irapuato,alacranes de durango,1703.29,1647.61,,,n/d,data giusta ma nessun avversario simile a 'alacranes de durango'
27/4/25,honduras - lega nazionale,motagua,real espana,1729.91,1645.56,,,n/d,data giusta ma nessun avversario simile a 'real espana'
27/4/25,Cina - 2 divisione,taian tiankuang,Lanzhou longyuan athletic,1267.42,1149.73,,,n/d,data giusta ma nessun avversario simile a 'Lanzhou longyuan athletic'
27/4/25,Argentina - nacional b,temperley,estidiantes rio cuarto,1668.08,1621.69,,,n/d,data giusta ma nessun avversario simile a 'estidiantes rio cuarto'
28/4/25,serbia - super liga,fk zelenicar pancevo,radnicki nis,1713.38,1641.54,,,n/d,data giusta ma nessun avversario simile a 'radnicki nis'
29/4/25,argentina - liga profesional,estudiantes lp,ca tigre,1933.44,1817.32,,,n/d,data giusta ma nessun avversario simile a 'ca tigre'
30/4/25,argentina - primera b metropolitana,sportivo italiano,cs dock sud,1548.27,1426.02,,,n/d,nessuna partita con quella data sulla pagina
1/5/25,colombia - primera b,real cartagena,atletico huila,1635.56,1580.6,,,n/d,nessuna partita con quella data sulla pagina
1/5/25,Austria - landesliga,usk anif,salzburger ak,1408.18,1321.63,,,n/d,nessuna partita con quella data sulla pagina
3/5/25,colombia - primera a,la equidad,alianza,1719.3,1598.88,,,n/d,data giusta ma nessun avversario simile a 'alianza'
3/5/25,costa rica - primera division,sporting san jose,ad san carlos,1650.52,1559.12,,,n/d,nessuna partita con quella data sulla pagina
3/5/25,Bulgaria - parva liga,cherno more varna,arda kardzhali,1941.92,1828.67,1,1,bassa,rating diverso di 155.6 punti totali - verificare a mano
6/5/25,Argentina - nacional b,defensores de belgrano,club atletico mitre,1682.09,1540.72,,,n/d,nessuna partita con quella data sulla pagina
7/5/25,kuwait - division 1,burgan sc,salibikhaet sc,1401.8,1342.76,,,n/d,nessuna partita con quella data sulla pagina
7/5/25,marocco - gnf 2,wydad fes,stade marocain du rabat,1514.04,1479.75,,,n/d,nessuna partita con quella data sulla pagina
9/5/25,turchia - super lig,gaziantep fk,alanyaspor,1967.43,1940.13,0,1,bassa,rating diverso di 77.0 punti totali - verificare a mano
10/5/25,australia - a league,Western Sydney ,Melbourne victory,1932.78,1887.81,,,n/d,data giusta ma nessun avversario simile a 'Melbourne victory'
10/5/25,grecia - superleague 1,levadiakos,athens kallithea,1909.8,1850.79,,,n/d,data giusta ma nessun avversario simile a 'athens kallithea'
11/5/25,Indonesia - liga 1,arema fc,persik kediri,1685.56,1636.59,,,n/d,data giusta ma nessun avversario simile a 'persik kediri'
11/5/25,cina - 2 divisione,guangxi hengchen,wenzhou fc,1482.39,1366.38,,,n/d,nessuna partita con quella data sulla pagina
11/5/25,kuwait - campionato,al qadsia sc,al fahaheel sc,1679.05,1585.79,,,n/d,data giusta ma nessun avversario simile a 'al fahaheel sc'
11/5/25,croazia - hnl,istra 1961,nk varazdin,1917.49,1805.56,0,0,media,rating diverso di 39.2 punti (plausibile pre/post match)
12/5/25,eau - premier league,baniyas sc,khor fakkan,1679.37,1654.25,,,n/d,nessuna partita con quella data sulla pagina
15/5/25,panama - lpf,Ca independiente de la chorrera,Tauro fc,1621.03,1583.78,,,n/d,nessuna partita con quella data sulla pagina
17/5/25,portogallo - segunda liga,FC porto b,Benfica b,1778.85,1757.56,,,n/d,data giusta ma nessun avversario simile a 'Benfica b'
17/5/25,germania - lega 3,vfl osnabruck,verl,1961.79,1899.83,0,3,bassa,rating diverso di 70.1 punti totali - verificare a mano
17/5/25,romania - liga 1,fcsb,cs u craiova,2083.79,2039.7,,,n/d,data giusta ma nessun avversario simile a 'cs u craiova'
18/5/25,corea del sud - k-league 1,suwon fc,daejeon hana citizen,1838.65,1831.97,,,n/d,data giusta ma nessun avversario simile a 'daejeon hana citizen'
18/5/25,kenia - premier league,shabana fc,mara sugar fc,1665.35,1577.46,,,n/d,data giusta ma nessun avversario simile a 'mara sugar fc'
18/5/25,danimarca - 2 divisione,fremad amager,middelfart,1721.3,1693.45,,,n/d,data giusta ma nessun avversario simile a 'middelfart'
14/6/25,brasile - serie b,paysandu,botafogo sp,1762.63,1673.9,,,n/d,nessuna partita con quella data sulla pagina
22/6/25,cina - 1 divisione,nanjing city,qingdao red lions,1559.09,1443.32,,,n/d,nessuna partita con quella data sulla pagina
